photo_filename,width,height,class,xmin,ymin,xmax,ymax
charlotte_1164509890441277826_20160117.jpg,640,640,Nike,509,34,603,72
charlotte_1177079781141844695_20160203.jpg,1080,1080,Nike,763,49,909,109
charlotte_1179737886580329709_20160207.jpg,640,640,Nike,405,221,454,248
charlotte_1185700255929410705_20160215.jpg,1080,1080,Nike,478,766,633,842
charlotte_1185897608977340607_20160216.jpg,1080,1080,Nike,547,573,770,701
charlotte_1189493078655933804_20160221.jpg,1080,607,Nike,516,552,591,602
charlotte_1193532415169352753_20160226.jpg,612,612,Nike,485,31,581,69
charlotte_1194367098919895098_20160227.jpg,1080,1350,Nike,234,982,379,1086
charlotte_1194468527190677973_20160227.jpg,640,640,Nike,507,31,606,74
charlotte_1195769653822888032_20160229.jpg,1080,1080,Nike,551,257,707,334
charlotte_1199396604904901633_20160305.jpg,612,612,Nike,482,31,585,72
charlotte_1199553825916918968_20160305.jpg,612,612,Nike,486,29,579,71
charlotte_1200026482031669161_20160306.jpg,1080,934,Nike,631,808,741,855
charlotte_1200074231609344398_20160306.jpg,612,612,Nike,486,29,580,69
charlotte_1200956564071826396_20160307.jpg,612,612,Nike,486,30,581,71
charlotte_1201485389419561032_20160308.jpg,612,612,Nike,485,32,581,71
charlotte_1205324243571404436_20160313.jpg,1080,1080,Nike,152,832,242,919
charlotte_1205745725898001695_20160314.jpg,320,320,Nike,101,120,143,142
charlotte_1206857756612270059_20160316.jpg,1080,1080,Nike,714,576,966,711
charlotte_1208322288540091326_20160318.jpg,480,480,Nike,357,63,436,103
charlotte_1208708835705181624_20160318.jpg,612,612,Nike,486,32,578,68
charlotte_1210423463355650794_20160320.jpg,1080,1124,Nike,597,1026,707,1100
charlotte_1213481095521100167_20160325.jpg,1080,1080,Nike,858,204,984,273
charlotte_1219119373070186619_20160401.jpg,1080,1080,Nike,774,966,907,1039
charlotte_1220642266385918623_20160404.jpg,750,750,Nike,407,41,505,85
charlotte_1222175389011824663_20160406.jpg,1080,1349,Nike,614,665,674,750
charlotte_1225324271771429975_20160410.jpg,640,640,Nike,510,31,604,71
charlotte_1225735413159814222_20160411.jpg,1080,1080,Nike,246,926,326,994
charlotte_1228337912815539103_20160414.jpg,1080,1080,Nike,246,481,381,539
charlotte_1230812622801324017_20160418.jpg,1080,1080,Nike,374,894,519,971
charlotte_1232623849626438171_20160420.jpg,1080,1080,Nike,471,357,564,420
charlotte_1236249329702754496_20160425.jpg,612,612,Nike,484,29,581,70
charlotte_1237287983716388709_20160427.jpg,1080,1080,Nike,209,626,351,690
charlotte_1241243426656435328_20160502.jpg,1080,1080,Nike,571,923,738,1010
charlotte_1242698103322212225_20160504.jpg,1080,864,Nike,263,600,382,653
charlotte_1245759383284184986_20160508.jpg,1080,1349,Nike,545,41,764,113
charlotte_1248606275652187555_20160512.jpg,1080,1251,Nike,482,616,551,668
charlotte_1249282953884125002_20160513.jpg,1080,1349,Nike,174,922,297,989
charlotte_1251565890497939486_20160516.jpg,1080,1080,Nike,764,47,906,108
charlotte_1251764215444785590_20160516.jpg,612,612,Nike,405,394,600,479
charlotte_1252308502916699270_20160517.jpg,750,750,Nike,565,246,697,320
charlotte_1252428392164514529_20160517.jpg,612,612,Nike,486,30,580,69
charlotte_1257262580618820475_20160524.jpg,612,612,Nike,486,29,585,66
charlotte_1257807622111998009_20160525.jpg,640,640,Nike,395,303,555,399
charlotte_1258737467346713138_20160526.jpg,612,612,Nike,486,24,579,71
charlotte_1259979960634938047_20160528.jpg,1080,1080,Nike,861,930,940,989
charlotte_1260208976175249351_20160528.jpg,1080,1080,Nike,379,289,593,344
charlotte_1263098701793882819_20160601.jpg,640,640,Nike,508,30,606,71
charlotte_1268033208131418041_20160608.jpg,1080,719,Nike,561,369,639,436
charlotte_1269258762740923909_20160610.jpg,1080,1080,Nike,746,476,883,546
charlotte_1270338821444246008_20160611.jpg,640,640,Nike,511,34,606,72
charlotte_1271816757262456868_20160613.jpg,640,640,Nike,317,374,429,436
charlotte_1277606664306738151_20160621.jpg,612,612,Nike,485,31,580,69
charlotte_1278609612093257149_20160623.jpg,1080,1349,Nike,50,1183,258,1264
charlotte_1279803008549136125_20160624.jpg,1080,565,Nike,252,333,355,399
charlotte_1285455667721488943_20160702.jpg,1080,938,Nike,68,608,201,698
charlotte_1285530730671616474_20160702.jpg,640,640,Nike,509,32,607,73
charlotte_1285560926791269416_20160702.jpg,1080,1349,Nike,433,308,615,382
charlotte_1286986691919558085_20160704.jpg,1080,1350,Nike,607,15,756,72
charlotte_1289236977262467897_20160707.jpg,640,640,Nike,346,404,468,475
charlotte_1290991296340952665_20160710.jpg,1080,1080,Nike,464,332,664,501
charlotte_1298132023486974296_20160719.jpg,1080,1273,Nike,505,1092,761,1273
charlotte_1298184798719711203_20160720.jpg,1080,1080,Nike,206,988,265,1043
charlotte_1298393462390949209_20160720.jpg,1080,1203,Nike,364,1056,587,1142
charlotte_1301769801647483390_20160724.jpg,1080,608,Nike,418,0,575,46
charlotte_1304561379437439691_20160728.jpg,1080,1080,Nike,870,0,1053,61
charlotte_1309100543533011986_20160804.jpg,1080,1080,Nike,828,879,1035,958
charlotte_1310531018318538952_20160806.jpg,1080,1080,Nike,568,494,695,577
charlotte_1313032227864756954_20160809.jpg,750,415,Nike,354,234,401,257
charlotte_1314668174885358254_20160811.jpg,1080,1080,Nike,233,5,455,73
charlotte_1318069970219087731_20160816.jpg,1080,1349,Nike,492,1145,571,1236
charlotte_1319143068880635533_20160817.jpg,1080,1080,Nike,831,958,886,1015
charlotte_1320227339698778128_20160819.jpg,1080,1080,Nike,334,61,517,114
charlotte_1321103615418835492_20160820.jpg,1080,1080,Nike,853,883,916,939
charlotte_1321843431689191143_20160821.jpg,1080,1080,Nike,827,592,1016,762
charlotte_1323650579049832129_20160824.jpg,1080,1080,Nike,393,540,514,605
charlotte_1327223694371684709_20160829.jpg,640,640,Nike,482,49,538,83
charlotte_1331522831318466228_20160904.jpg,1080,1080,Nike,405,743,489,804
charlotte_1332059624115049696_20160904.jpg,1080,1080,Nike,140,792,312,853
charlotte_1332148949284731739_20160904.jpg,1080,1080,Nike,955,889,1079,951
charlotte_1332947900954997574_20160905.jpg,1080,1349,Nike,437,1076,526,1160
charlotte_1335986579864691314_20160910.jpg,1080,1080,Nike,300,348,422,414
charlotte_1336436850059068736_20160910.jpg,1080,1080,Nike,157,1,353,49
charlotte_1337869156641363468_20160912.jpg,1080,1350,Nike,481,1125,537,1215
charlotte_1338797132777384786_20160914.jpg,1080,1080,Nike,879,57,1023,118
charlotte_1339205202267644495_20160914.jpg,1080,836,Nike,614,686,676,741
charlotte_1339421671320380034_20160914.jpg,750,659,Nike,101,325,167,372
charlotte_1340135889451424822_20160915.jpg,1080,1080,Nike,654,30,836,210
charlotte_1341769938557723563_20160918.jpg,612,612,Nike,485,30,582,71
charlotte_1342033451830095252_20160918.jpg,612,612,Nike,485,32,581,71
charlotte_1342201581797686096_20160918.jpg,1080,1080,Nike,583,365,899,488
charlotte_1346356211130227545_20160924.jpg,1080,1080,Nike,676,200,726,263
charlotte_1346506033522044768_20160924.jpg,1080,828,Nike,232,648,326,720
charlotte_1346648022028666249_20160924.jpg,1080,1080,Nike,491,16,622,115
charlotte_1347477091393823134_20160926.jpg,1080,972,Nike,110,466,268,531
charlotte_1347480583748341560_20160926.jpg,1080,1349,Nike,341,1060,513,1130
charlotte_1347828107016534959_20160926.jpg,640,640,Nike,212,297,286,333
charlotte_1349294231734423155_20160928.jpg,1080,1080,Nike,13,208,109,269
charlotte_1350434889031521766_20160930.jpg,1080,1080,Nike,961,674,1079,733
charlotte_1351658038951580812_20161001.jpg,1080,1080,Nike,236,768,368,853
charlotte_1353650630409023606_20161004.jpg,640,640,Nike,471,47,586,96
charlotte_1355419226202746545_20161007.jpg,1080,782,Nike,779,552,893,629
charlotte_1359410502425659462_20161012.jpg,1080,809,Nike,174,637,241,679
charlotte_1359539182062440423_20161012.jpg,1080,1061,Nike,352,127,456,182
charlotte_1363002759444208157_20161017.jpg,1080,1080,Nike,857,62,1022,130
charlotte_1366759522995128481_20161022.jpg,1080,1080,Nike,992,479,1080,546
charlotte_1373522103890292813_20161031.jpg,1080,1349,Nike,786,937,890,1036
charlotte_1374750429061117943_20161102.jpg,1080,1080,Nike,400,840,503,923
charlotte_1374863934829490805_20161102.jpg,1080,1350,Nike,212,705,322,775
charlotte_1375414639152445898_20161103.jpg,1080,1080,Nike,861,51,1020,119
charlotte_1377066497642185884_20161105.jpg,1080,1080,Nike,459,359,639,432
charlotte_1378283179911953010_20161107.jpg,1080,747,Nike,492,70,604,123
charlotte_1380894519280680761_20161111.jpg,1080,1080,Nike,717,202,863,258
charlotte_1383781489930269270_20161115.jpg,1080,1349,Nike,539,1228,702,1297
charlotte_1384812744444504643_20161116.jpg,1080,720,Nike,514,165,586,220
charlotte_1385058530599541650_20161116.jpg,1080,1080,Nike,652,859,801,937
charlotte_1387034709745581235_20161119.jpg,1080,1080,Nike,664,327,835,424
charlotte_1387259816833871752_20161119.jpg,1080,825,Nike,383,110,507,175
charlotte_1387811254302828566_20161120.jpg,1080,1080,Nike,824,70,1026,144
charlotte_1389613864156451951_20161123.jpg,1080,855,Nike,609,483,670,529
charlotte_1391788935327580659_20161126.jpg,1080,1080,Nike,13,823,332,907
charlotte_1392320499136407552_20161126.jpg,640,640,Nike,225,228,258,264
charlotte_1397643379957113705_20161204.jpg,320,320,Nike,31,249,85,282
charlotte_1397879632543591046_20161204.jpg,1080,1349,Nike,99,1052,262,1167
charlotte_1402549748162221407_20161211.jpg,1080,1301,Nike,405,827,554,911
charlotte_1405828417672542648_20161215.jpg,480,558,Nike,93,507,130,539
charlotte_1412449659078744422_20161224.jpg,1080,1080,Nike,858,55,1022,134
charlotte_1414580655497719431_20161227.jpg,1080,1080,Nike,208,916,465,1052
charlotte_1414733445963515212_20161227.jpg,750,937,Nike,22,373,68,423
charlotte_1415647466912823765_20161229.jpg,1080,1080,Nike,726,517,843,572
charlotte_1416090034704804651_20161229.jpg,1080,1080,Nike,77,837,160,920
charlotte_1416496272407397208_20161230.jpg,1080,1080,Nike,783,647,901,719
charlotte_1417659348746157514_20161231.jpg,1080,1080,Nike,121,893,243,957
charlotte_1417777133635753673_20170101.jpg,1080,1080,Nike,881,60,1021,119
charlotte_1417779918007425897_20170101.jpg,1080,1349,Nike,337,763,465,852
charlotte_1417788604981653225_20170101.jpg,750,750,Nike,69,394,170,436
charlotte_1420063935587300115_20170104.jpg,1080,1080,Nike,464,673,583,815
charlotte_1420383231962145081_20170104.jpg,1080,899,Nike,760,290,868,372
charlotte_1420559465325587450_20170104.jpg,1080,1350,Nike,491,892,563,990
charlotte_1420694004076840938_20170105.jpg,1080,810,Nike,724,557,847,611
charlotte_1424497646986366087_20170110.jpg,1080,681,Nike,603,486,680,520
charlotte_1425409894424794516_20170111.jpg,1080,1080,Nike,634,765,929,912
charlotte_1425615295599249640_20170111.jpg,1080,1080,Nike,556,859,706,918
charlotte_1432693719857091845_20170121.jpg,1080,1080,Nike,272,676,360,745
charlotte_1432892170466252741_20170121.jpg,1080,1295,Nike,228,840,300,902
charlotte_1433119939333601310_20170122.jpg,480,480,Nike,23,32,110,79
charlotte_1433468563162904760_20170122.jpg,1080,1080,Nike,824,67,1031,142
charlotte_1435725329175274025_20170125.jpg,1080,1080,Nike,456,478,761,621
charlotte_1435822153080845120_20170125.jpg,1080,841,Nike,710,223,797,268
charlotte_1437061600045337951_20170127.jpg,1080,1080,Nike,902,896,969,958
charlotte_1437826734376316187_20170128.jpg,1080,1080,Nike,348,702,462,778
charlotte_1439156657863321383_20170130.jpg,640,640,Nike,418,286,533,367
charlotte_1440018430375086701_20170131.jpg,1080,1174,Nike,511,574,660,634
charlotte_1443247742641090349_20170205.jpg,640,799,Nike,290,583,325,624
charlotte_1443789230795190274_20170205.jpg,1080,1080,Nike,818,64,1015,148
charlotte_1445171779407496990_20170207.jpg,1080,810,Nike,253,354,480,514
charlotte_1445912275650233798_20170208.jpg,750,854,Nike,274,241,390,332
charlotte_1447966755129201887_20170211.jpg,1080,1080,Nike,878,59,1020,117
charlotte_1447971357278535813_20170211.jpg,1080,1095,Nike,634,527,772,583
charlotte_1448965679075134489_20170213.jpg,1080,1080,Nike,543,407,673,522
charlotte_1449285354380123222_20170213.jpg,1080,1350,Nike,631,648,686,719
charlotte_1450188740243885535_20170214.jpg,1080,1080,Nike,599,213,719,291
charlotte_1452961089162617601_20170218.jpg,640,791,Nike,108,696,210,734
charlotte_1453724788009860813_20170219.jpg,1080,1235,Nike,781,768,963,897
charlotte_1458801109933877910_20170226.jpg,1080,1080,Nike,514,701,622,749
charlotte_1458898899275884342_20170226.jpg,1080,1080,Nike,366,7,661,135
charlotte_1459002999493733536_20170226.jpg,1080,1080,Nike,105,594,291,697
charlotte_1459096065453178189_20170227.jpg,1080,718,Nike,154,344,258,398
charlotte_1462661779615518312_20170303.jpg,1080,1350,Nike,243,772,346,861
charlotte_1463439128086748487_20170305.jpg,1080,1080,Nike,508,271,626,376
charlotte_1463845782049770456_20170305.jpg,1080,810,Nike,669,375,776,418
charlotte_1466001460009243412_20170308.jpg,1080,1084,Nike,379,280,591,446
charlotte_1466342913490386309_20170309.jpg,1080,1080,Nike,755,573,1054,747
charlotte_1468579664285384876_20170312.jpg,1080,1080,Nike,926,839,985,915
charlotte_1468670300258211824_20170312.jpg,1080,809,Nike,446,128,512,172
charlotte_1470043121650948567_20170314.jpg,1080,1349,Nike,553,572,666,661
charlotte_1470617155288844733_20170314.jpg,1080,1349,Nike,411,360,496,425
charlotte_1471393499768307390_20170316.jpg,750,750,Nike,184,299,334,409
charlotte_1473326519853277687_20170318.jpg,1080,810,Nike,609,646,667,688
charlotte_1473560058549736543_20170319.jpg,1080,1075,Nike,269,343,421,471
charlotte_1475681612892067330_20170321.jpg,1080,1080,Nike,737,400,892,455
charlotte_1476757602057858850_20170323.jpg,1080,1080,Nike,760,240,904,327
charlotte_1478406873056091456_20170325.jpg,1080,1080,Nike,880,47,1025,122
charlotte_1478649798050671749_20170326.jpg,1080,1350,Nike,729,77,843,173
charlotte_1478765510358250949_20170326.jpg,1080,770,Nike,611,326,838,438
charlotte_1479164308104501421_20170326.jpg,1080,1080,Nike,103,566,176,662
charlotte_1479921129912145227_20170327.jpg,1080,1080,Nike,658,238,771,330
charlotte_1480758832908418170_20170328.jpg,1080,1350,Nike,558,1079,617,1171
charlotte_1482738118288495691_20170331.jpg,480,480,Nike,268,250,300,271
charlotte_1483693839327063338_20170401.jpg,1080,1350,Nike,330,1087,410,1155
charlotte_1485799164523616165_20170404.jpg,1080,1350,Nike,481,777,755,891
charlotte_1485894590929451435_20170405.jpg,1080,1080,Nike,860,60,1021,128
charlotte_1486350113122107163_20170405.jpg,1080,1080,Nike,314,479,429,540
charlotte_1487346284214254211_20170407.jpg,750,750,Nike,244,466,346,549
charlotte_1490252321253454875_20170411.jpg,1080,1350,Nike,220,68,390,201
charlotte_1490308291891304123_20170411.jpg,640,800,Nike,357,260,449,313
charlotte_1490585119621441686_20170411.jpg,1080,1080,Nike,934,541,988,598
charlotte_1490662439460384030_20170411.jpg,1080,1080,Nike,819,64,1024,151
charlotte_1491361708076238639_20170412.jpg,1080,912,Nike,566,742,791,828
charlotte_1491574903097501252_20170412.jpg,1080,1080,Nike,847,525,938,587
charlotte_1493294072784276146_20170415.jpg,1080,1080,Nike,632,765,688,821
charlotte_1493827714963104204_20170415.jpg,1080,1080,Nike,658,322,798,488
charlotte_1494985124571039108_20170417.jpg,1080,1080,Nike,714,617,782,706
charlotte_1495361175583448311_20170418.jpg,1080,1080,Nike,769,363,843,419
charlotte_1496491478217453414_20170419.jpg,1080,1080,Nike,151,959,318,1078
charlotte_1497204758737740501_20170420.jpg,1080,1350,Nike,553,36,662,111
charlotte_1498196422142281230_20170421.jpg,1080,1080,Nike,305,928,486,1053
charlotte_1499526836395696429_20170423.jpg,1080,1080,Nike,503,408,648,500
charlotte_1499651030516861669_20170424.jpg,1080,572,Nike,67,398,153,441
charlotte_1499783691236247421_20170424.jpg,1080,1080,Nike,286,572,370,664
charlotte_1500016209163580455_20170424.jpg,1080,1080,Nike,670,447,773,499
charlotte_1500577940513370980_20170425.jpg,1080,1080,Nike,590,12,728,100
charlotte_1500717639415427308_20170425.jpg,1080,1350,Nike,813,6,1076,136
charlotte_1500999993014961511_20170425.jpg,1080,1350,Nike,320,398,627,592
charlotte_1502008058891893890_20170427.jpg,750,750,Nike,287,381,471,481
charlotte_1503350505362895894_20170429.jpg,1080,1080,Nike,123,973,265,1039
charlotte_1508757406816147556_20170506.jpg,1080,883,Nike,307,112,398,154
charlotte_1508790686630034372_20170506.jpg,1080,1080,Nike,863,57,1009,119
charlotte_1508826710023784370_20170506.jpg,1080,1080,Nike,358,282,458,337
charlotte_1508836786082875452_20170506.jpg,1080,1080,Nike,881,61,1021,121
charlotte_1508871297655080284_20170506.jpg,1080,1080,Nike,879,55,1024,182
charlotte_1510927793058720890_20170509.jpg,640,640,Nike,197,96,299,159
charlotte_1511193567959077653_20170509.jpg,1080,1080,Nike,214,610,302,689
charlotte_1513035650106310350_20170512.jpg,1080,1080,Nike,488,776,621,842
charlotte_1514201468805540248_20170514.jpg,1080,1080,Nike,510,241,649,344
charlotte_1514342315076996095_20170514.jpg,1080,1080,Nike,296,887,367,983
charlotte_1515426631924352852_20170515.jpg,1080,1349,Nike,378,519,580,597
charlotte_1515427311921915512_20170515.jpg,1080,1350,Nike,370,484,558,563
charlotte_1515959833524914397_20170516.jpg,1080,1080,Nike,343,310,507,375
charlotte_1516828785276874745_20170517.jpg,1080,1080,Nike,859,54,1031,121
charlotte_1517763616600803279_20170518.jpg,1080,1080,Nike,861,60,1020,127
charlotte_1517787502600340650_20170519.jpg,1080,1201,Nike,228,486,471,600
charlotte_1519216865585580855_20170520.jpg,1080,1080,Nike,726,58,870,121
charlotte_1519702349772275151_20170521.jpg,1080,1350,Nike,327,953,501,1077
charlotte_1520279334539484341_20170522.jpg,1080,1350,Nike,702,1229,819,1316
charlotte_1520631033506362700_20170522.jpg,1080,1080,Nike,612,646,683,716
charlotte_1520632284800892668_20170522.jpg,750,750,Nike,426,449,472,496
charlotte_1521186549441367637_20170523.jpg,1080,1080,Nike,531,675,685,770
charlotte_1521279138962845930_20170523.jpg,1080,1350,Nike,636,1007,817,1083
charlotte_1521282615109728380_20170523.jpg,640,799,Nike,427,580,538,641
charlotte_1521518448012750590_20170524.jpg,1080,1080,Nike,218,1013,368,1076
charlotte_1521886801856448884_20170524.jpg,1080,1080,Nike,858,53,1025,122
charlotte_1522082583536828002_20170524.jpg,1080,1350,Nike,408,49,684,212
charlotte_1523973005129378551_20170527.jpg,1080,1080,Nike,285,109,374,164
charlotte_1524739289035727875_20170528.jpg,1080,1080,Nike,254,453,379,501
charlotte_1524825379843801687_20170528.jpg,1080,1080,Nike,510,633,680,721
charlotte_1525515109144031218_20170529.jpg,1080,608,Nike,789,143,860,178
charlotte_1525589616307128751_20170529.jpg,1080,1080,Nike,1,811,129,867
charlotte_1526517530133288861_20170531.jpg,1080,1080,Nike,171,872,348,972
charlotte_1526981288379111434_20170531.jpg,1080,1080,Nike,862,54,1027,117
charlotte_1527514997869264064_20170601.jpg,1080,1080,Nike,662,426,747,500
charlotte_1527940616947605545_20170602.jpg,1080,1080,Nike,171,872,348,972
charlotte_1528445251503835031_20170602.jpg,480,360,Nike,52,209,81,227
charlotte_1528820440208782720_20170603.jpg,1080,1213,Nike,460,280,564,352
charlotte_1530246247893337224_20170605.jpg,1080,1080,Nike,234,945,366,1008
charlotte_1530652633604336199_20170605.jpg,1080,1349,Nike,284,435,373,495
charlotte_1530746046250400943_20170605.jpg,1080,1350,Nike,520,964,602,1034
charlotte_1532009631843415404_20170607.jpg,1080,1080,Nike,862,52,990,119
charlotte_1532074959344573439_20170607.jpg,1080,1080,Nike,862,55,1020,119
charlotte_1532222890191520913_20170607.jpg,1080,1080,Nike,205,81,386,175
charlotte_1532826967844742296_20170608.jpg,1080,1080,Nike,810,834,912,906
charlotte_1533416383018528235_20170609.jpg,1080,1080,Nike,667,499,792,616
charlotte_1534433544646330370_20170610.jpg,1080,1080,Nike,591,256,753,321
charlotte_1536634238458442414_20170614.jpg,1080,1080,Nike,464,855,571,935
charlotte_1537065576319776858_20170614.jpg,1080,1080,Nike,916,399,1065,559
charlotte_1537728677194063055_20170615.jpg,1080,1080,Nike,279,989,346,1044
charlotte_1538062619355861138_20170616.jpg,1080,608,Nike,752,486,820,517
charlotte_1538790020008426202_20170617.jpg,1080,1350,Nike,155,835,251,886
charlotte_1539114987301401155_20170617.jpg,1080,1078,Nike,133,873,546,1043
charlotte_1540136314291888730_20170618.jpg,1080,1349,Nike,34,330,117,460
charlotte_1540280183315463887_20170619.jpg,1080,1080,Nike,665,833,746,891
charlotte_1540934297405645084_20170619.jpg,1080,1080,Nike,492,252,962,433
charlotte_1544394904490128188_20170624.jpg,1080,1350,Nike,588,610,726,746
charlotte_1544584319334285214_20170625.jpg,1080,1350,Nike,316,152,664,352
charlotte_1548077689730425968_20170629.jpg,1080,1349,Nike,700,123,866,222
charlotte_1550056895812696961_20170702.jpg,1080,1080,Nike,859,54,1017,121
charlotte_1550191317945265967_20170702.jpg,1080,1229,Nike,332,1033,464,1100
charlotte_1551056346789730131_20170703.jpg,1080,1080,Nike,474,659,539,713
charlotte_1551625168971875420_20170704.jpg,1080,1080,Nike,860,53,1021,118
charlotte_1552304181984708337_20170705.jpg,750,750,Nike,411,432,475,479
charlotte_1552475453268024120_20170705.jpg,1080,1350,Nike,197,1052,503,1227
charlotte_1552907181165422276_20170706.jpg,1080,1350,Nike,588,1042,673,1121
charlotte_1553983355282952971_20170707.jpg,1080,1080,Nike,373,986,474,1044
charlotte_1554392006389412188_20170708.jpg,612,612,Nike,402,558,443,591
charlotte_1554472404007420427_20170708.jpg,1080,1080,Nike,610,137,805,250
charlotte_1554783066786178805_20170709.jpg,1080,1080,Nike,17,835,185,959
charlotte_1554818419895274665_20170709.jpg,1080,1079,Nike,734,471,812,545
charlotte_1556581547179358035_20170711.jpg,1080,1080,Nike,157,955,256,1023
charlotte_1557705865590859467_20170713.jpg,1080,1080,Nike,577,969,698,1070
charlotte_1558407171430164109_20170714.jpg,480,375,Nike,171,276,211,298
charlotte_1558829078373885964_20170714.jpg,1080,1350,Nike,349,33,510,107
charlotte_1560389349329393045_20170716.jpg,1080,1080,Nike,249,874,395,969
charlotte_1567565211597150229_20170726.jpg,1080,1080,Nike,858,55,1023,120
charlotte_1568125265259114167_20170727.jpg,1080,1080,Nike,860,56,1017,119
charlotte_1569554995555587127_20170729.jpg,1080,1080,Nike,790,994,904,1048
charlotte_1569756701984561891_20170729.jpg,1080,1080,Nike,562,896,640,998
charlotte_1571198202228905835_20170731.jpg,1080,1080,Nike,860,56,1022,119
charlotte_1571987927947630726_20170801.jpg,1080,1080,Nike,401,361,681,490
charlotte_1572484959254509875_20170802.jpg,1080,1080,Nike,862,55,1021,115
charlotte_1572488292008209058_20170802.jpg,1080,1080,Nike,856,63,1025,133
charlotte_1572744465566122856_20170802.jpg,1080,1080,Nike,243,2,462,107
charlotte_1573242059918005576_20170803.jpg,1080,1080,Nike,858,61,1019,129
charlotte_1573443081340393557_20170803.jpg,750,430,Nike,190,35,248,93
charlotte_1573595066373698776_20170804.jpg,1080,1080,Nike,38,679,186,741
charlotte_1573933879465874341_20170804.jpg,1080,1080,Nike,822,63,1020,149
charlotte_1574172420624869171_20170804.jpg,1080,1080,Nike,285,270,682,482
charlotte_1577184607161712318_20170808.jpg,1080,1080,Nike,339,537,474,610
charlotte_1577554381237324968_20170809.jpg,1080,1080,Nike,861,52,1031,123
charlotte_1577739332629184621_20170809.jpg,750,750,Nike,319,164,415,217
charlotte_1577775988128308328_20170809.jpg,1080,1080,Nike,363,365,721,522
charlotte_1578044869330085261_20170810.jpg,640,640,Nike,344,18,414,48
charlotte_1578393722050568532_20170810.jpg,1080,1080,Nike,881,60,1023,118
charlotte_1578689629636228399_20170811.jpg,1080,1080,Nike,413,573,684,696
charlotte_1579116168726505251_20170811.jpg,1080,1080,Nike,652,537,756,626
charlotte_1579127543210306076_20170811.jpg,1080,1080,Nike,209,269,510,393
charlotte_1579157163158020863_20170811.jpg,1080,1080,Nike,388,408,619,656
charlotte_1581191945497553072_20170814.jpg,1080,1080,Nike,437,709,522,771
charlotte_1582639158508371204_20170816.jpg,1080,1080,Nike,863,57,1020,119
charlotte_1584938493200975584_20170819.jpg,750,750,Nike,595,36,711,86
charlotte_1585616514210848341_20170820.jpg,1080,1080,Nike,878,57,1025,120
charlotte_1585776770018586649_20170820.jpg,1080,1212,Nike,501,123,791,289
charlotte_1586465720530543072_20170821.jpg,1080,1080,Nike,644,985,738,1063
charlotte_1587707901835915645_20170823.jpg,1080,1080,Nike,907,30,1075,101
charlotte_1587868425342391442_20170823.jpg,1080,1080,Nike,748,664,1019,844
charlotte_1587970314230261191_20170823.jpg,1080,1080,Nike,699,953,766,1048
charlotte_1588591644289145949_20170824.jpg,1080,1080,Nike,864,59,1020,118
charlotte_1589555924342036313_20170826.jpg,1080,849,Nike,645,524,803,587
